Name,Rating,Fifa Ability Overall,Position,Apps,Assists,Aerials Won per game,Man of the match,Tackles,Clearances per game,Dribbled past per game,Goals,"Shots per
game",Dribbles per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Avg Minutes Played
Danny Ward,6.29,73,"AM(CL), FW",4,0,2.2,0,0.1,0.6,0.2,1,0.8,0.0,0.5,6.6,54.3,0.0,110.0
Nathaniel Clyne,6.29,79,"D(LR), M(R)",1,0,0.3,0,1.0,0.3,0.5,0,0.8,0.0,0.0,14.8,83.1,0.0,108.0
Håvard Nordtveit,6.29,76,"D(CR), DMC",4,1,0.8,0,1.8,2.8,0.2,0,0.0,0.2,0.6,45.0,83.1,0.0,90.25
Leighton Baines,6.29,77,"D(L), M(L)",5,0,0.3,0,1.3,1.2,0.3,0,0.3,0.0,0.7,31.8,82.2,1.0,75.2
Andriy Yarmolenko,6.28,80,AM(R),5,0,0.3,0,0.4,0.3,0.2,2,1.0,0.2,0.6,22.6,82.3,0.0,92.2
Cesc Fàbregas,6.28,83,"M(CL), FW",1,0,0.3,0,1.0,0.0,0.7,0,0.2,0.0,0.5,32.2,86.5,0.0,176.0
Stephan Lichtsteiner,6.27,79,"D(R), M(R)",10,0,1.6,0,1.1,1.6,0.5,0,0.1,0.3,0.2,34.3,78.5,0.1,94.1
Jürgen Locadia,6.27,75,"AM(LR), FW",12,0,0.9,0,0.6,0.3,0.2,2,1.1,0.2,0.5,12.7,72.8,0.2,102.5
Jeff Hendrick,6.27,75,M(CR),25,0,0.5,1,0.8,0.8,0.7,3,0.6,0.4,0.4,20.6,75.3,0.1,82.84
Callum Slattery,6.26,60,Midfielder,1,0,1.0,0,1.3,0.3,1.3,0,0.3,0.3,0.0,10.3,71.0,0.0,110.0
Andreas Pereira,6.26,78,AM(CLR),6,1,0.2,0,0.5,0.5,0.7,1,0.5,0.5,0.6,23.5,82.4,0.2,99.5
Jacob Murphy,6.25,72,AM(LR),3,1,0.4,0,0.7,0.7,0.2,0,0.2,0.3,0.1,4.9,65.9,0.3,100.0
Manolo Gabbiadini,6.25,77,"AM(CLR), FW",4,0,0.7,1,0.5,0.4,0.1,1,1.7,0.2,0.4,10.1,67.8,0.1,117.75
Robbie Brady,6.25,77,"D(L), M(CLR)",6,1,0.7,0,0.9,0.9,0.7,0,0.8,0.4,0.9,13.9,62.3,0.7,119.66666666666667
Floyd Ayité,6.24,70,"M(CLR), FW",3,0,0.4,0,0.3,0.2,0.3,1,0.4,0.6,0.6,12.0,79.2,0.1,156.0
Kelechi Iheanacho,6.22,75,"AM(C), FW",9,3,0.5,0,0.2,0.1,0.1,1,0.6,0.3,0.4,9.2,76.4,0.0,103.44444444444444
Vicente Iborra,6.2,79,M(C),3,0,1.0,0,0.4,0.4,0.9,0,0.3,0.0,0.1,18.4,86.4,0.0,75.33333333333333
Adrien Silva,6.2,79,M(C),1,0,0.0,0,1.0,0.5,1.0,0,0.0,0.5,0.0,39.5,86.1,0.0,88.0
"Morgan Gibbs0,00White",6.2,67,"AM(C), AM(C)",5,1,0.5,0,0.2,0.0,0.1,0,0.3,0.5,0.4,12.2,83.9,0.2,130.2
Fousseni Diabaté,6.19,70,"AM(R), FW",1,0,1.0,0,2.0,0.0,1.0,0,0.0,0.0,1.0,14.0,57.1,1.0,55.0
Steven Defour,6.19,80,DMC,6,0,0.0,0,1.3,1.0,1.8,0,0.0,0.2,0.3,41.5,81.5,0.0,75.33333333333333
Ramadan Sobhi,6.18,74,AM(CL),0,0,0.8,0,0.3,0.0,0.0,0,0.0,0.5,0.8,10.8,86.0,0.3,
Matej Vydra,6.17,74,"AM(CL), FW",3,1,0.4,0,0.2,0.5,0.2,1,0.5,0.2,0.2,5.6,64.4,0.0,104.33333333333333
Connor Wickham,6.16,71,"AM(L), FW",0,1,1.2,0,0.0,0.3,0.0,0,0.8,0.0,0.7,1.8,45.5,0.0,
Denis Suárez,6.16,79,AM(CLR),0,0,0.0,0,0.3,0.0,1.3,0,0.0,1.0,0.0,8.5,91.2,0.0,
Abdelhamid Sabiri,6.16,65,AM(L),1,0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,4.0,87.5,0.0,50.0
Kevin McDonald,6.15,75,M(C),10,0,1.3,0,0.9,1.3,0.5,0,0.3,0.0,0.3,38.3,85.2,0.0,84.3
Joe Willock,6.15,61,M(C),1,0,0.5,0,0.5,0.0,0.0,0,1.0,0.0,0.0,7.5,80.0,0.0,64.0
Elias Kachunga,6.14,71,"AM(CLR), FW",13,0,1.2,0,1.1,0.5,0.8,0,0.7,0.5,0.3,14.8,71.3,0.3,90.92307692307692
Isaac Mbenza,6.14,72,"AM(LR), FW",10,1,0.1,0,0.5,0.2,0.1,1,0.7,0.2,0.3,10.5,75.4,0.3,98.4
Neeskens Kebano,6.13,71,AM(LR),0,0,0.6,0,0.4,0.4,0.0,0,0.1,0.6,0.0,4.1,82.8,0.1,
Shinji Okazaki,6.1,75,"AM(CLR), FW",1,1,0.4,0,0.2,0.0,0.0,0,0.2,0.1,0.0,4.5,74.5,0.0,271.0
Adama Diakhaby,6.08,73,"AM(LR), FW",6,0,0.5,0,0.5,0.1,0.7,0,0.6,1.0,0.4,12.3,76.2,0.2,92.16666666666667
Ibrahima Cissé,6.08,62,DMC,1,0,0.3,0,0.0,1.3,0.3,0,0.0,0.3,0.0,11.3,85.3,0.0,87.0
Danny Williams,6.08,71,M(C),1,0,0.0,0,0.0,0.4,0.0,0,0.2,0.2,0.2,4.8,79.2,0.0,95.0
Nathaniel Chalobah,6.07,76,DMC,3,0,0.4,0,0.3,0.8,0.6,0,0.2,0.0,0.1,12.4,75.0,0.1,89.0
Jazz Richards,6.04,69,"D(LR), M(R)",0,0,0.0,0,0.0,1.3,0.3,0,0.0,0.0,0.0,6.5,69.2,0.0,
Stefan Johansen,6.03,74,M(C),4,0,0.3,0,0.9,0.4,0.3,0,0.1,0.2,0.1,20.9,79.7,0.1,103.0
Carlos Sánchez,6.01,77,"D(C), M(C)",2,0,0.1,0,0.6,0.7,0.7,0,0.4,0.4,0.3,20.4,88.8,0.0,120.0
Matty Daly,5.96,59,Midfielder,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,58.3,0.0,
Cristiano Ronaldo,7.68,94,"M(L), FW",30,8,1.1,10,0.3,1.0,0.3,21,5.7,1.5,1.5,33.3,85.1,0.5,89.63333333333334
Alejandro Gómez,7.64,84,"M(CL), FW",34,11,0.3,7,0.5,0.1,0.7,7,3.0,2.2,3.2,46.0,84.4,2.9,85.67647058823529
Josip Ilicic,7.39,81,"AM(CLR), FW",23,7,0.2,4,0.5,0.0,0.5,12,3.3,2.5,2.1,39.2,80.2,0.5,93.52173913043478
Suso,7.39,83,"AM(CLR), FW",35,10,0.1,7,0.8,0.0,0.9,7,2.7,1.9,2.8,43.1,82.5,1.5,86.6
Rodrigo de Paul,7.37,83,"AM(CLR), FW",36,8,0.1,6,1.5,0.3,0.8,9,2.4,2.3,2.7,44.1,76.4,1.6,88.72222222222223
Mario Mandzukic,7.34,84,"M(L), FW",23,6,2.9,3,1.4,0.7,0.4,9,1.2,0.2,1.2,23.4,71.1,0.2,87.82608695652173
Stephan El Shaarawy,7.26,81,"AM(CLR), FW",23,3,0.8,4,1.0,0.2,0.5,11,2.5,1.6,1.3,29.1,81.7,0.4,91.69565217391305
Fabián Ruiz,7.25,81,M(CL),20,4,0.6,2,2.0,0.9,1.0,5,1.9,1.3,2.3,66.6,89.8,0.3,99.55
Dries Mertens,7.2,87,"AM(CLR), FW",23,11,0.2,4,0.5,0.1,0.6,16,2.5,0.5,2.0,24.2,79.0,0.5,97.95652173913044
João Cancelo,7.2,82,"D(LR), M(R)",22,3,0.9,2,1.7,1.3,0.9,1,1.0,2.4,1.4,50.3,86.2,1.0,89.4090909090909
Cristian Ansaldi,7.19,78,"D(CLR), DMC, M(LR)",23,2,0.2,2,2.1,0.9,0.6,3,1.6,2.2,1.5,24.2,73.3,1.7,78.95652173913044
Giacomo Bonaventura,7.16,82,M(CLR),8,1,1.1,0,0.8,0.9,0.6,3,3.4,1.3,1.3,45.4,88.7,0.3,81.375
Lorenzo Insigne,7.16,88,"AM(CL), FW",24,6,0.1,3,0.5,0.1,0.4,10,4.3,0.9,2.3,43.9,86.0,0.4,86.66666666666667
Domenico Criscito,7.15,80,"D(CL), M(L)",35,4,1.3,3,3.1,3.7,0.7,2,0.9,0.6,1.4,41.4,75.7,0.9,87.74285714285715
Alex Sandro,7.15,86,"D(L), M(L)",28,2,1.8,3,2.2,1.9,0.5,1,0.7,0.9,1.2,51.0,84.6,0.6,85.42857142857143
Tiemoué Bakayoko,7.15,80,DMC,26,1,2.4,4,2.3,1.4,1.1,1,0.8,2.0,0.8,42.9,86.6,0.0,88.5
"Sergej Milinkovic0,00Savic",7.15,85,"AM(C), AM(C)",29,3,3.6,2,1.4,1.5,1.2,5,2.5,1.1,1.5,45.2,79.6,0.1,82.93103448275862
Allan,7.13,83,DMC,28,3,0.4,2,3.2,0.8,2.2,1,0.8,1.2,1.0,66.2,89.6,0.1,93.35714285714286
Aleksandar Kolarov,7.12,82,"D(CL), M(L)",32,2,1.2,5,1.2,2.1,0.4,8,1.3,0.9,1.8,48.7,80.6,1.8,90.8125
Hakan Calhanoglu,7.12,80,"M(CLR), FW",34,6,0.7,2,1.4,0.3,0.6,3,2.8,0.9,2.3,47.5,85.2,0.8,85.23529411764706
Robin Gosens,7.11,72,"D(L), M(CL)",23,2,1.5,2,2.3,1.7,0.6,3,0.9,0.7,0.6,34.9,78.9,0.6,84.65217391304348
Erick Pulgar,7.11,77,DMC,27,2,1.6,3,2.3,1.8,1.8,6,1.2,0.4,2.1,51.4,83.9,1.2,87.51851851851852
Lucas Leiva,7.11,83,"D(C), M(C)",22,2,1.6,2,3.4,1.4,1.5,0,0.6,0.4,1.1,51.0,87.9,0.4,90.36363636363636
Kevin Malcuit,7.11,76,"D(R), M(R)",20,2,0.8,1,1.8,2.3,0.5,0,0.5,1.4,0.9,41.2,85.9,1.0,90.3
Kevin Strootman,7.09,83,DMC,1,0,2.0,0,2.0,2.0,3.0,0,0.0,0.0,2.0,36.0,77.8,0.0,90.0
Marcelo Brozovic,7.08,81,M(CR),31,1,0.8,4,3.2,0.8,1.7,2,0.8,0.7,1.6,78.8,90.1,0.8,85.70967741935483
Paulo Dybala,7.08,89,"AM(CR), FW",24,4,0.1,4,0.6,0.0,0.5,5,2.2,1.7,1.7,39.1,89.3,0.9,89.04166666666667
Sime Vrsaljko,7.08,81,"D(LR), M(R)",8,2,1.2,0,2.0,2.1,0.5,0,0.2,0.2,1.6,49.6,85.9,2.1,90.75
Ivan Perisic,7.06,85,AM(CLR),30,3,1.8,5,1.0,1.4,1.0,8,2.9,0.7,1.8,33.1,74.6,1.4,90.23333333333333
Steven Nzonzi,7.06,82,M(C),29,2,3.4,1,2.2,1.7,0.4,1,0.7,0.4,0.8,56.3,87.7,0.0,90.3103448275862
Luis Alberto,7.05,82,"AM(CL), FW",25,5,0.6,3,2.0,0.3,1.3,4,2.5,0.9,2.9,47.4,82.0,1.6,80.12
Christian Kouamé,7.05,71,"AM(L), FW",33,5,5.2,1,0.8,0.6,0.3,4,2.3,1.1,1.3,23.8,66.0,0.2,93.0909090909091
José Callejón,7.03,84,M(LR),29,10,0.3,1,1.0,0.2,1.1,3,1.8,0.4,2.1,43.8,86.6,1.2,91.44827586206897
Joaquín Correa,7.03,78,"AM(CL), FW",18,6,0.6,1,0.6,0.2,0.4,5,2.1,2.1,1.7,25.1,86.1,0.2,106.61111111111111
Miralem Pjanic,7.03,86,M(C),27,6,0.4,3,1.3,0.6,1.4,2,0.9,0.4,2.3,62.5,92.1,1.2,84.74074074074075
Remo Freuler,7.02,76,DMC,35,6,1.0,0,2.4,1.1,1.2,2,0.9,0.7,1.3,62.9,88.2,0.1,86.57142857142857
Jasmin Kurtic,7.02,75,M(CL),29,5,2.1,1,1.2,1.7,0.9,6,2.1,0.8,1.2,40.7,86.1,1.2,88.3103448275862
Marten de Roon,7,76,DMC,34,3,1.5,1,2.9,1.3,1.7,2,0.8,0.2,0.9,62.5,87.5,0.2,87.55882352941177
Lorenzo Pellegrini,7,78,M(C),21,3,0.8,2,1.6,0.8,0.8,2,1.8,1.0,2.4,33.9,80.0,1.6,87.04761904761905
Albin Ekdal,6.99,76,M(C),30,0,1.8,1,1.9,1.9,1.0,0,0.5,1.1,0.6,51.5,86.5,0.1,88.4
Piotr Zielinski,6.99,81,AM(CL),33,2,0.4,0,1.1,0.4,0.6,6,2.2,1.0,1.6,54.8,90.0,0.1,87.36363636363636
Dalbert,6.99,76,"D(L), M(L)",9,1,2.2,1,3.0,1.2,0.8,0,0.5,0.3,0.9,37.5,79.9,1.0,86.44444444444444
Dennis Praet,6.99,76,AM(C),33,3,0.6,1,1.9,0.8,0.7,2,1.0,1.1,1.1,51.1,87.3,0.8,87.75757575757575
Domenico Berardi,6.98,78,"AM(R), FW",32,4,0.7,3,1.1,0.7,1.7,8,3.6,1.3,1.7,34.0,77.0,0.7,90.15625
Federico Chiesa,6.98,78,"M(CLR), FW",34,3,0.4,3,1.2,0.1,0.8,6,3.6,2.1,1.5,22.5,72.1,0.4,89.3529411764706
Emre Can,6.98,80,"D(CLR), DMC",20,1,1.3,1,2.2,1.0,0.6,4,1.1,0.9,0.7,34.7,87.1,0.2,90.35
Diego Farias,6.97,73,"AM(CLR), FW",16,4,0.2,0,0.7,0.2,0.4,4,2.3,0.8,1.3,19.3,81.2,0.4,75.25
Tomás Rincón,6.97,77,M(CR),32,1,2.4,1,2.2,1.9,1.1,3,1.0,0.8,0.8,39.5,78.9,0.2,87.625
Ismael Bennacer,6.96,71,DMC,32,5,0.9,1,2.6,0.8,1.2,0,0.5,1.8,0.9,51.4,86.4,0.4,92.5
Jordan Veretout,6.96,79,M(C),33,3,0.9,3,1.9,1.5,0.9,5,1.2,0.6,2.3,55.0,81.8,1.1,89.21212121212122
Roberto Gagliardini,6.96,78,DMC,13,0,1.9,2,1.2,0.9,0.9,5,1.3,0.3,0.7,41.8,87.4,0.1,83.46153846153847
Franck Kessié,6.95,79,DMC,34,2,1.2,2,1.2,1.5,0.6,7,1.5,1.3,1.3,49.7,87.0,0.1,88.8529411764706
Timothy Castagne,6.95,71,"D(R), M(LR)",21,2,0.9,2,2.2,1.6,0.9,4,0.7,0.7,1.0,36.3,83.7,0.4,95.38095238095238
Kwadwo Asamoah,6.93,79,"D(L), M(CL)",30,1,0.7,2,1.4,1.2,0.7,0,0.3,1.3,1.0,60.5,89.0,0.6,89.06666666666666
Manuel Lazzari,6.93,78,M(R),33,8,0.3,2,0.9,1.2,0.3,0,1.0,2.0,1.7,31.1,82.1,2.0,86.12121212121212
Rodrigo Palacio,6.92,77,"AM(CLR), FW",26,6,1.4,0,0.9,0.5,1.1,3,1.6,1.8,1.4,25.2,77.3,0.4,89.8076923076923
Matteo Politano,6.92,81,"AM(LR), FW",31,6,0.2,0,0.5,0.2,0.6,5,2.2,1.3,1.8,33.8,80.1,1.6,82.83870967741936
Cristiano Biraghi,6.92,76,"D(L), M(L)",36,4,1.1,1,1.4,2.5,0.6,1,0.9,0.4,1.7,37.3,75.9,1.7,88.77777777777777
Rade Krunic,6.91,73,AM(C),33,7,1.5,2,1.2,0.9,0.8,5,1.6,1.4,1.6,39.4,80.8,0.1,84.36363636363636
Hans Hateboer,6.91,75,"D(R), M(R)",33,5,1.9,1,1.3,1.1,0.5,5,0.8,0.4,1.4,45.1,84.5,0.5,90.0909090909091
Stefano Sensi,6.91,72,AM(C),23,4,0.4,1,1.3,0.5,0.9,2,1.3,0.7,1.9,48.1,89.5,1.1,86.08695652173913
Cédric Soares,6.9,77,"D(R), M(R)",3,1,1.0,0,2.0,0.5,0.8,0,1.0,0.0,1.5,39.0,80.1,2.0,86.33333333333333
Danilo DAmbrosio,6.89,75,"D(CLR), M(LR)",29,5,0.9,2,2.3,1.0,1.1,2,0.5,0.4,1.1,54.5,84.6,0.7,89.0
Alessandro Florenzi,6.89,82,"D(R), M(CLR)",24,2,0.6,0,1.3,1.8,0.7,3,1.2,0.3,1.4,39.5,78.2,1.4,91.04166666666667
Diego Perotti,6.89,81,"M(CLR), FW",6,0,0.3,1,1.1,0.1,1.0,5,1.2,1.4,1.4,22.9,81.5,0.6,110.83333333333333
Radja Nainggolan,6.89,85,M(C),22,3,0.6,1,1.2,0.2,0.5,6,2.4,0.9,1.4,33.1,84.3,0.3,89.63636363636364
Mattia De Sciglio,6.89,78,"D(LR), M(LR)",19,1,1.4,0,1.8,2.0,0.5,0,0.3,0.4,0.6,45.9,82.8,0.5,91.6842105263158
Soualiho Meité,6.88,76,AM(C),30,4,2.4,1,1.3,0.6,0.7,2,0.9,1.5,0.9,32.8,82.2,0.2,88.76666666666667
Lucas Biglia,6.88,82,DMC,13,0,0.6,1,3.8,1.3,1.6,1,0.4,0.2,0.8,51.9,90.4,0.1,85.76923076923077
Gervinho,6.88,78,"M(LR), FW",27,2,0.0,3,0.6,0.0,0.3,11,1.5,2.1,0.7,17.0,82.1,0.0,85.55555555555556
Daniele Baselli,6.88,79,M(C),27,1,0.7,0,1.9,0.8,0.8,4,1.2,0.7,1.3,34.1,80.2,0.7,88.51851851851852
Ola Aina,6.88,71,"D(LR), M(LR)",22,3,1.4,2,1.8,1.2,0.8,1,0.8,1.0,0.8,29.2,78.2,0.5,98.18181818181819
Luis Muriel,6.87,80,"AM(CL), FW",16,0,0.8,1,1.0,0.1,0.6,6,2.4,1.6,1.0,19.1,62.4,0.3,90.25
Riccardo Orsolini,6.87,73,AM(R),19,5,1.2,2,1.1,0.5,0.9,8,1.9,0.9,0.6,17.9,69.4,0.7,103.0
Nikola Maksimovic,6.87,78,"D(CR), M(R)",15,0,1.6,0,1.2,3.1,0.4,0,0.1,0.2,0.2,50.4,92.9,0.0,91.66666666666667
Ali Adnan,6.87,72,"D(L), M(L)",2,0,2.0,0,0.3,2.0,0.3,0,1.0,1.7,1.0,28.3,70.6,1.0,83.0
Ignacio Pussetto,6.86,74,"AM(CLR), FW",24,4,2.7,3,1.9,0.9,0.8,4,1.6,1.3,0.6,18.5,69.3,0.1,90.91666666666667
Juan Cuadrado,6.85,84,"D(R), M(CLR), FW",14,2,0.5,2,1.1,0.6,1.0,1,0.9,1.1,1.7,41.2,88.1,0.7,87.42857142857143
Marko Pajac,6.85,70,M(L),9,2,0.1,1,0.7,1.6,0.6,2,0.9,0.9,1.0,27.6,83.3,0.8,82.44444444444444
Blaise Matuidi,6.85,85,M(CL),29,2,0.8,0,1.9,0.5,0.5,3,0.6,0.6,0.7,39.6,87.6,0.1,83.72413793103448
Roberto Soriano,6.85,77,AM(CL),17,2,1.5,0,1.6,0.6,0.9,2,1.8,1.1,1.5,35.2,81.6,0.3,87.88235294117646
Marco Parolo,6.85,82,M(C),28,3,1.9,0,2.0,1.4,1.1,4,1.8,0.1,0.9,30.2,78.1,0.3,91.5
Ricardo Rodríguez,6.84,80,"D(CL), M(L)",35,3,1.2,0,1.6,2.1,0.2,0,0.8,0.3,0.6,52.4,87.1,0.7,87.2
Rodrigo Bentancur,6.84,77,M(C),21,3,1.1,1,1.7,1.2,0.7,2,0.6,0.6,0.8,39.0,87.2,0.3,95.04761904761905
Rômulo,6.84,76,"D(R), M(CR)",9,1,0.5,0,1.0,0.7,0.2,0,0.4,1.3,1.2,32.2,88.2,1.4,86.44444444444444
Davide Calabria,6.84,78,"D(LR), M(R)",22,1,0.5,0,3.0,2.2,1.2,1,0.4,0.5,0.8,47.4,83.1,0.5,88.81818181818181
Iago Falque,6.83,80,"AM(CLR), FW",19,4,0.2,1,0.5,0.1,0.5,6,2.2,0.7,1.9,32.0,83.1,0.9,85.15789473684211
Gregoire Defrel,6.82,78,"AM(CR), FW",26,3,0.6,3,1.1,0.2,0.3,11,1.3,0.8,0.7,21.5,84.5,0.2,90.11538461538461
Nicola Sansone,6.81,76,"AM(LR), FW",13,4,0.5,1,1.9,0.3,1.2,2,2.0,0.8,1.3,23.1,77.2,0.3,87.92307692307692
Bryan Cristante,6.81,78,M(C),26,3,1.9,1,1.8,1.3,0.9,4,1.2,0.9,0.8,36.9,82.2,0.1,93.11538461538461
Lucas Castro,6.81,78,AM(CLR),10,3,0.8,1,1.5,0.5,1.3,1,0.8,0.6,1.3,36.8,80.0,0.8,90.0
Mohamed Fares,6.81,69,"D(L), M(L)",32,0,1.2,3,1.8,1.7,0.8,3,1.6,1.0,1.1,32.1,78.4,0.9,92.09375
Amin Younes,6.8,75,AM(CL),6,2,0.1,1,0.9,0.0,0.3,3,1.1,1.5,0.8,25.8,90.3,0.0,83.0
Jeremie Boga,6.8,71,"AM(CLR), FW",14,1,0.1,0,0.3,0.1,0.4,3,1.1,3.3,0.6,18.4,87.0,0.0,102.85714285714286
Daniele De Rossi,6.8,83,"D(C), M(C)",15,2,0.5,0,0.9,1.8,0.6,1,0.3,0.1,0.9,51.4,87.5,0.1,84.86666666666666
Karol Linetty,6.79,76,M(C),30,3,0.7,0,2.3,0.4,1.7,3,1.1,0.6,0.9,39.1,84.1,0.1,83.96666666666667
Simone Missiroli,6.78,75,AM(C),33,0,2.1,1,1.7,1.3,0.7,0,0.4,0.6,0.8,44.0,82.9,0.2,83.33333333333333
Pol Lirola,6.78,74,"D(R), M(R)",32,6,0.5,0,1.0,2.3,0.4,2,0.5,1.2,1.1,39.5,78.8,0.7,93.0
Manuel Locatelli,6.77,75,M(C),21,4,0.8,1,1.5,1.0,0.6,2,1.1,0.7,1.4,40.8,87.3,0.3,88.14285714285714
Gianluca Caprari,6.76,73,"AM(CLR), FW",12,2,0.0,2,0.7,0.0,0.3,6,1.4,0.9,0.7,19.6,82.2,0.6,86.16666666666667
Luca Cigarini,6.76,75,M(C),20,1,0.6,0,2.2,1.5,1.4,0,0.8,0.4,1.3,51.8,80.0,1.2,84.4
Gastón Ramírez,6.76,79,AM(CLR),19,4,1.1,2,1.4,0.9,0.7,4,1.0,0.7,1.2,29.4,78.7,0.8,83.52631578947368
Sami Khedira,6.75,85,M(C),8,1,0.5,0,1.0,0.6,0.4,2,1.7,0.0,0.6,35.1,85.8,0.1,88.875
Giovanni Di Lorenzo,6.75,72,"D(R), M(R)",37,3,1.0,2,1.8,1.8,0.5,5,0.6,0.8,1.1,48.0,80.1,0.5,90.0
Matías Vecino,6.75,80,M(C),23,1,1.8,1,1.7,0.7,0.9,3,1.5,0.5,0.7,36.8,82.4,0.1,87.69565217391305
Rômulo,6.74,76,"D(R), M(CR)",17,2,0.2,0,1.5,0.9,0.6,1,0.8,1.0,1.4,30.1,79.3,1.4,79.88235294117646
Federico Peluso,6.74,72,"D(CL), M(L)",14,0,1.9,1,1.4,4.0,0.2,1,0.1,0.3,0.0,50.6,84.7,0.1,96.85714285714286
Nicolò Barella,6.73,77,AM(C),35,3,0.6,1,2.8,0.6,1.5,1,1.5,1.2,1.2,51.7,81.8,0.6,88.91428571428571
Marvin Zeegelaar,6.73,75,"D(L), M(L)",10,0,1.4,0,2.5,2.7,0.7,0,0.1,1.3,0.4,24.3,86.3,0.2,95.5
Rolando Mandragora,6.73,75,DMC,33,2,1.5,0,1.9,1.5,1.3,3,1.3,0.1,0.8,32.3,84.4,0.4,88.51515151515152
Valon Behrami,6.72,76,M(C),17,0,1.3,1,3.4,1.3,1.4,1,0.5,0.3,0.3,24.4,82.1,0.0,80.47058823529412
Ibrahima Mbaye,6.72,73,"D(LR), M(LR)",22,0,1.6,0,2.1,2.4,0.6,2,0.6,0.2,0.2,32.4,78.5,0.2,91.31818181818181
Edgar Barreto,6.71,73,M(C),9,2,0.3,0,2.3,0.3,1.3,0,0.7,0.1,0.8,39.7,81.3,0.3,87.11111111111111
"Kevin0,00Prince Boateng",6.71,81,"M(CLR), FW",11,1,1.6,0,0.4,0.9,0.2,4,2.2,0.0,1.2,23.5,80.7,0.0,85.63636363636364
Lukas Lerager,6.71,75,DMC,13,0,1.9,1,2.4,0.8,2.1,1,1.1,0.3,1.3,28.2,75.2,0.5,86.46153846153847
Camillo Ciano,6.71,75,"AM(C), FW",28,4,0.7,2,1.0,0.4,1.3,7,2.3,0.5,1.8,22.5,73.0,1.4,87.96428571428571
Danilo Cataldi,6.71,75,M(C),4,1,0.2,0,1.0,0.5,0.6,2,1.1,0.5,1.2,28.8,84.3,1.0,143.0
Federico Mattiello,6.71,73,M(LR),16,1,1.0,0,1.9,2.2,0.5,1,0.6,0.5,1.1,25.4,76.6,1.1,83.375
Javier Pastore,6.7,82,AM(CLR),7,0,0.2,0,0.7,0.4,0.9,3,1.4,1.1,1.3,26.4,85.7,0.5,85.14285714285714
Lorenzo De Silvestri,6.7,75,"D(R), M(R)",30,4,2.4,0,0.5,2.0,0.5,2,0.9,0.2,0.9,26.8,68.0,0.9,80.9
Nicolò Zaniolo,6.7,66,AM(CR),20,2,0.5,0,1.3,0.2,1.1,4,1.8,1.5,0.7,20.1,81.3,0.2,88.6
Miha Zajc,6.7,75,"AM(C), FW",12,2,0.4,0,0.3,0.4,0.5,3,2.8,1.4,1.2,26.7,82.9,0.9,97.08333333333333
João Mário,6.7,81,M(CLR),12,2,0.3,1,1.4,0.1,1.1,1,0.8,1.2,0.9,35.2,84.9,0.4,90.08333333333333
Alessandro Murgia,6.7,72,M(C),11,3,0.5,1,1.5,0.8,1.7,0,0.9,0.2,1.1,30.6,88.0,0.9,97.45454545454545
Luca Paganini,6.69,68,M(R),12,0,2.6,0,1.8,0.9,1.1,2,2.0,0.3,0.6,26.6,76.4,0.4,93.41666666666667
Seko Fofana,6.69,75,M(C),31,4,0.5,0,0.8,0.5,1.0,2,1.9,1.7,1.2,35.8,85.2,0.4,85.35483870967742
Jacopo Dezi,6.69,72,Midfielder,1,0,1.0,0,1.0,2.0,1.0,0,2.0,0.0,0.0,40.0,90.0,0.0,90.0
Gerson,6.69,73,AM(CLR),27,3,1.0,0,1.2,0.8,0.7,3,1.1,0.8,1.0,31.0,82.5,0.1,90.18518518518519
Cengiz Ünder,6.69,77,AM(LR),17,7,0.2,1,0.2,0.1,0.3,3,1.5,0.8,1.2,19.3,77.9,0.6,81.05882352941177
Federico Bernardeschi,6.68,82,"M(CLR), FW",14,3,0.3,0,0.5,0.3,0.4,2,1.9,0.8,1.2,22.1,83.1,0.9,105.42857142857143
Milan Badelj,6.68,80,M(C),14,0,0.7,4,1.4,0.8,0.9,1,0.6,1.3,0.4,37.1,86.1,0.2,81.64285714285714
Darko Lazovic,6.68,74,M(LR),30,4,0.5,1,0.8,0.8,0.5,3,1.2,1.1,1.4,24.1,74.4,0.9,85.0
Jacopo Sala,6.67,72,"D(R), M(CR)",16,1,0.5,0,1.9,1.7,0.9,0,0.4,0.5,0.9,47.3,85.3,0.3,94.8125
Joel Obi,6.67,74,M(CR),9,0,1.1,0,2.1,1.2,0.9,1,0.9,0.5,0.5,25.8,84.9,0.1,74.0
Hamed Junior Traore,6.67,64,M(C),26,2,0.5,1,2.1,0.5,1.4,2,1.4,1.3,0.8,29.9,79.2,0.1,87.26923076923077
Justin Kluivert,6.66,75,AM(LR),14,6,0.3,0,1.0,0.3,0.4,1,0.7,0.8,1.2,13.3,83.4,0.6,95.78571428571429
Alfred Duncan,6.66,75,M(C),21,4,0.6,0,1.3,0.7,1.1,4,1.0,0.7,1.2,31.4,81.6,0.2,88.19047619047619
Marek Hamsik,6.66,87,"M(C), FW",12,0,0.6,0,0.5,1.0,0.8,0,1.2,0.5,1.2,65.2,88.4,0.0,76.83333333333333
Christian Nørgaard,6.66,72,M(C),4,0,2.3,0,0.7,2.3,0.5,0,0.0,0.3,0.3,29.3,83.5,0.0,81.0
